month,hour,year,location,operator,route,type,aboard,fatalities,summary
4,23,1953,"San Francisco Bay, California",Western Airlines,Los Angeles - San Francisco - Oakland,Douglas DC-6B,10,8,The aircraft descended below minimum altitude and crashed into the sea. The pilot's action in continuing a descent below the 500 ft. prescribed minimum altitude until the aircraft struck the water. A probable contributing factor to the aircraft striking the water was the sensory illusion experienced by the pilots.
5,16,1953,"Near Jalalogori, West Bengal, India",British Overseas Airways,Calcutta - Delhi,de Havilland DH106 Comet 1,43,43,The aircraft crashed 6 minutes after taking off from Dum Dum Airport. The accident occurred during a violent thunderstorm. Wreckage indicated that the aircraft broke up in the air. Failure of both elevator spars caused by a heavy down-load that may have been associated with a pull-up maneuver. Severe gusts encountered in the thundersquall and overcontrolling or loss of control by the pilots when flying through the thunderstorm. The aircraft was nicknamed 'York Victor.'
5,1,1953,"New Delhi, India",Air India,Delh - Ahmedabad - Bombay,Douglas DC-3,18,18,"Stalled following takeoff. An error of judgement by the pilot, who executed a steep starboard turn. He could not come out of the overbanked turn in time because of the low altitude. Inexperience of the pilot with the type of the aircraft which he was flying."
5,14,1953,"Near Marshall, Texas",Delta Air Lines,Dallas - Shreveport,Douglas DC-3,20,19,"The plane crashed 13 miles east of Marashall Texas, during an approach to Shreveport in a severe thunderstorm. The encountering of conditions in a severe thunderstorm that resulted in loss of effective control of the aircraft and the failure of the captain to adhere to company directives requiring the avoidance of thunderstorms when conditions would allow such action."
5,15,1953,"Amsterdam, Netherlands",KLM Royal Dutch Airlines,Amsterdam - Paris,Convair CV-240-4,34,0,"While taking off the plane reached a height of about  50 ft. after which flaps were retracted. The plane began to lose height and crash landed into a meadow. While no one on the plane died, two girls on a bicycle path were killed."
6,16,1953,"Tachikawa AFB, Tokyo, Japan",Military - U.S. Air Force,Tachikawa AB - Kimpo AB,Douglas C-124A Globemaster II,129,129,Crashed shortly after taking off from Tachikawa Air Base. Engine failure during takeoff. Premature application of full flaps during a three engine approach resulting in loss of air speed and crash. First aviation disaster to claim more than 100 lives.
7,8,1953,"PacifiOcean, 325 miles east of Wake Island",Transocean Air Lines,Wake Island - Honolulu - Oakland,Douglas DC-6A,58,58,"Lost at sea while en route from Wake Island to Honolulu, Hawaii, approximately 325 miles east of Wake Island. Cause not determined, but there was thunderstorms and turbulence in the area. Fourteen bodies and all life rafts were recovered. The plywood panel from the navigator's table was recovered with the words 'falling in' written on it. There is some speculation that a bomb caused the accident. The aircraft was named 'The Royal Hawaiian.'"
7,23,1953,"Near Milton, Florida",Military - U.S. Navy,Whitting NAS - Norfolk NB,Fairchild R4Q-2,46,44,"The co-pilot failed to maintain a sufficient rate of climb after becoming airborne, struck obstacles and crashed into a wooded area."
7,12,1953,"Near Kanggye, North Korea",Aeroflot,,Ilyushin IL-12,21,21,Shot down by a U.S. Air Force F-86 jet fighter towards the end of the Korean War. The Russian government claimed the plane was over Chinese air space.
8,2,1953,"Off Fethiye Point, Turkey",Air France,Rome - Beirut,Lockheed L- 749A Constellation,42,4,The No. 3 engine broke away from the aircraft following severe vibrations causing loss of control of the No. 4 engine and necessitating a ditching 1.5 miles from the coast. Failure in flight of a propeller blade. Four passengers drowned.
8,22,1953,"Sharjah, United Arab Emirates",Orient Airways,Sharjah - Bahrain,Douglas DC-3,25,1,"Shortly after taking off, the aircraft entered a turn and crashed to the ground. The failure of the captain to supervise the first officer in flying the plane who was not able to fly on instruments in the dark."
9,18,1953,"Vail, Washington",Regina Cargo Airlines,"Monterey, CA - Tacoma, WA",Douglas DC-3,21,21,Crashed 26 nm short of McChord AFB. The pilot's attempt to continue flight under the provisions of VFR during IFR conditions.
9,13,1953,"San Andres, Honduras",TACA,San Pedro - San Andres,Douglas C-47A,3,3,After a missed approach the No. 2 engine of the cargo plane failed. Failure of the right engine when the pilot wished to obtain maximum power from both engines after a missed landing.
9,8,1953,"Albany, New York",American Airlines,Boston - Hartford - Albany - Chicago,Convair CV-240-0,28,28,"After circling, the aircraft crashed into two radio towers while on approach to Albany Municipal Airport. While the pilot was aligning with the runway, he descended below obstructions partially obscured by fog. Crew's failure to abandon the landing under adverse weather conditions."
9,16,1953,"Louisville, Kentucky",Resort Airlines,Philadelphia - Louisville,Curtiss C-46F-1-CU,41,25,"While the plane was attempting to land it entered a steep climb, stalled and crashed. The structural failure of the left elevator in flight, causing loss of control. This structural failure was brought about by the left outboard hinge bolt backing out of the assembly. The underlying cause was improper maintenance which resulted in the installation of hinge bolts and bearings not meeting specifications, and inadequate inspection which failed to detect this condition."
10,0,1953,"New York City, New York",Eastern Air Lines,New York City - San Juan,Lockheed 749A Constellation,27,2,The aircraft crashed a few seconds after becoming airborne. The captain's loss of visual reference and orientation when he encountered drifting fog shortly after becoming airborne on take-off and the resultant inadvertent assumption of a descending flight path.
10,13,1953,"Near Monterrey, Mexico",Aerovias Contreras,Monterrey - Falcon Dam,Douglas C-46A-CU ( DC-3),21,21,Crashed into a ravine.
10,8,1953,"Near Half Moon Bay, California",British Commonwealth PacifiAirlines,Sydney - Honolulu - San Francisco,Douglas DC-6,19,19,"While flying in fog on an approach to San Francisco International Airport, the aircraft crashed into a redwood forest on a mountain ridge, 7.5 miles southeast of Half Moon Bay. The plane struck the ridge of King's Mountain and broke up, scattering wreckage over a half-mile area.  Failure of the crew to follow prescribed procedures for an instrument approach. American pianist, William Kapell, 31, killed."
11,17,1953,"Off Argyll, England",Military - Royal Air Force,,Avro Shackleton MR-2,10,10,
12,6,1953,"Guam, Mariana Islands",Military - U.S. Air Force,,Boeing B-29,16,11,"The aircraft crashed into an officer's housing area after attemping to make an emergency landing with an engine out,at Anderson Air Force Base on Guam."
1,17,1954,"Near Aldbury, England",Military -Royal Air Force,Bovingdon AF - Thorney Island,Vickers Valetta,17,16,The aircraft crashed 4 minutes after taking off in a snow shower. The aircraft lost altitude and crashed to the ground for reasons unknown.
1,9,1954,"Off Elba, Italy",British Overseas Airways,Rome - London,de Havilland DH106 Comet 1,35,35,The aircraft broke up in-flight while en route from Rome to London. Metal fatigue due to a design flaw caused a breakup of the aircraft. Second crash with the same cause. The aircraft was nicknamed 'Yoke Peter.'
2,13,1954,"Off Hokkaido, Japan",Military - U.S. Air Force,Misawa - Chitose,Curtiss-Wright C46D-CU,35,35,"After reporting a fire in the cargo hold and that a ditching was imminent,  the last message from the aircraft was 'I've lost control of the aircraft we're going in.'"
2,10,1954,"Wright, Wyoming",Western Airlines,Salt Lake City - Cedar City - Rapid City,Convair CV-240,9,9,"After entering an area of severe turbulence and icing, the plane made a rapid descent and struck the ground at high speed. A sudden emergency of undetermined origin under adverse weather conditions resulting in rapid descent and impact with the ground at high speed."
3,14,1954,"Near St. Etienne de Tinee, France",Military - U.S. Air Force,"Tripoli, Libya - Hahn, W Germany",Douglas C-47A-DL,20,20,"The aircraft struck a mountain and disintegrated at an altitude of 8,000 ft. while en route. The accident occurred in snow and low overcast conditions. The plane had drifted off the prescribed course and no wind drift correction had been made."
3,22,1954,"Near Lothian, Maryland",Military - U.S. Air Force,"Oklahoma - Long Island, NY",Fairchild C-110F,18,18,Crashed to the ground about 20 minutes after leaving Bolling Air Force Base. The aircraft was circling a radio beacon under VFR waiting for IFR clearance. An attempt to maintain VFR flight at night and in poor visibility.  Possible crew fatigue.
4,19,1954,"Off Stromboli, Italy",British Overseas Airways,Rome - Cairo,de Havilland DH106 Comet 1,21,21,The aircraft broke up in-flight and crashed into the sea en route from Rome to Cairo. Metal fatigue due to a design flaw led to the breakup of the aircraft. Third crash with the same cause. The aircraft was nicknamed 'Yoke Yoke.'
4,10,1954,"Moose Jaw, SK, Canada",Trans Canada Air Lines / RCAF,,Canadair C-4-1Argonaut / Harvard Mark II,36,36,"Midair collision between a Canadair C-4-1 and a RCAF Harvard Mark II at 6,000 feet.  Thirty-five killed on the Canadair, one on the Harvard. Failure on the part of the pilots of both aircraft to maintain a proper lookout. The onus of responsibility for keeping out of the way being with the Harvard aircraft as it had the other on its own right side."
4,21,1954,"Sierra del Vilgo, Argentina",Aerolineas Argentinas,Mendoza - Cordoba,Douglas DC-3,25,25,Crashed into a mountain during an approach. Deviation from prescribed course for unknown reasons. Crew fatigue may have played a part. The captain acted contrary to company policy regarding a required IFR approach.
4,9,1954,"Near Calcutta, India",Darbhanga Aviation,,Douglas C-47A-30-DK,11,5,"The aircraft tried to return to the airport after the No. 1 engine failed on takeoff but was unable to maintain airspeed, stalled and crashed into a tree. Delay in feathering the No. 1 engine after failure. Improper emergency procedural errors by the pilot."
